epoch,acc,loss,val_acc,val_loss
0,0.8733777777883741,0.42226827759742736,0.9492,0.1707076062684258
1,0.940622222243415,0.2045049689663781,0.9600666666666666,0.13453838593761125
2,0.9533111111005147,0.15584994653595818,0.9622,0.13593372967143855
3,0.9620888888570998,0.12642803139421674,0.9653333333333334,0.12697932767421008
4,0.9649111111111112,0.11688232178952959,0.9676,0.12072527599359552
5,0.9705777777671813,0.0980755550854736,0.9686666666666667,0.11922664612413694
6,0.974133333322737,0.08833224112192789,0.9714666666666667,0.10606912344768643
7,0.9758222222116258,0.0838981274565061,0.9710666666666666,0.11108753860903282
8,0.9767555555449592,0.07831888512670994,0.9714666666666667,0.11795441517544289
9,0.9800888888888889,0.0688404354746143,0.9730666666666666,0.11729336612001061
