epoch,acc,loss,val_acc,val_loss
0,0.9214666666348775,0.27256115006340875,0.9558666666666666,0.1533751080582539
1,0.9700666666348775,0.10044231022993723,0.9638666666666666,0.1282915125509103
2,0.9803333333015442,0.06346197237306171,0.9652,0.1289320328682661
3,0.9854444444232516,0.04987924864027235,0.9675333333333334,0.13552200363179048
4,0.9881111111005147,0.037793901324272156,0.9657333333333333,0.14342168656087792
5,0.9893777777777778,0.03559728335158693,0.9686666666666667,0.14155797072282683
6,0.9897333333121405,0.03628124885575639,0.9665333333333334,0.15460047419546172
7,0.9930666666666667,0.024520635990798473,0.9672,0.15915084697001924
8,0.9934666666666667,0.021627344482226505,0.9692666666666667,0.15148790083153485
9,0.9936,0.02452833256042666,0.9689333333333333,0.1603952440698864
